Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Joseph Gambardella,,,LW,2500,EDM,DAL,1,,,2.73,9.1,7.5,7.5,0.4,0.3,0.3,1.7,0.9,0.9,-0.1,2.0,0.0,0.0,0.0,0.0
Brett Ritchie,,,RW,2500,DAL,@EDM,0,,,2.77,7.8,9.7,9.6,1.4,1.1,1.1,0.7,1.1,1.0,-0.4,2.3,0.0,0.0,0.0,0.0
Joel L'Esperance,,,RW,2500,DAL,@EDM,0,,,2.77,13.0,12.4,12.4,1.0,1.4,1.4,0.6,1.0,1.0,-0.4,2.4,0.0,0.0,0.0,0.0
Kailer Yamamoto,,,RW,2500,EDM,DAL,64,,,2.73,9.6,13.1,13.1,0.2,0.8,0.8,0.3,1.0,1.0,-0.1,2.1,0.0,0.0,0.0,0.0
Andreas Martinsen,,,RW,2500,CHI,@SJ,83,,,2.76,7.1,7.9,7.9,0.6,0.9,0.9,1.5,1.0,1.0,-0.4,2.4,0.0,0.0,0.0,0.0
Martin Frk,,,LW,2500,DET,@BUF,41,,,2.73,6.7,8.4,8.4,0.0,0.8,0.8,0.4,0.9,0.9,-0.3,2.2,0.0,0.0,0.0,0.0
Clark Bishop,,,C,2500,CAR,WAS,68,,,3.18,9.3,9.5,9.5,0.6,0.8,0.8,1.0,0.9,0.9,-0.7,2.4,0.0,0.0,0.0,0.0
Nicolas Deslauriers,,,LW,2500,MON,@CLS,1,L4,,2.55,9.1,10.0,9.9,0.8,0.9,0.9,0.7,0.9,0.9,-0.4,2.2,1.2,0.5,0.0,0.0
Matt Hendricks,,,RW,2500,WPG,NYI,2,L4,,3.02,7.5,9.0,9.0,0.6,0.9,0.9,1.0,0.9,0.9,0.0,1.7,1.0,0.4,0.0,0.0
Ross Johnston,,,LW,2500,NYI,@WPG,1,,,2.48,9.4,7.9,7.9,1.4,0.7,0.7,1.3,0.9,0.9,-0.2,2.0,0.0,0.0,0.0,0.0
Luca Sbisa,,,D,2500,NYI,@WPG,1,,,2.48,15.6,15.5,15.5,1.0,0.6,0.6,1.1,0.9,0.9,0.0,1.7,0.0,0.0,0.0,0.0
Ben Gleason,,,D,2500,DAL,@EDM,126,,,2.77,14.9,14.9,14.9,0.5,0.5,0.5,0.9,0.9,0.9,-0.2,2.0,0.0,0.0,0.0,0.0
Zack MacEwen,,,C,2500,VAN,LA,32,,,2.92,7.2,7.2,7.2,0.5,0.5,0.5,0.9,0.9,0.9,-0.9,2.6,0.0,0.0,0.0,0.0
Chris Kunitz,,,LW,2500,CHI,@SJ,1,L4,,2.76,6.5,8.5,9.1,0.8,0.7,0.8,0.5,1.0,0.9,-0.3,2.1,1.4,0.6,0.0,0.0
John Hayden,,,LW,2500,CHI,@SJ,1,,,2.76,6.8,9.0,9.2,1.4,0.8,0.8,1.1,0.8,0.8,-0.3,2.0,0.0,0.0,0.0,0.0
Micheal Haley,,,LW,2500,SJ,CHI,2,,,3.74,8.3,8.0,8.0,1.0,0.8,0.8,0.8,0.9,0.9,-0.4,2.1,0.0,0.0,0.0,0.0
Luke Witkowski,,,RW,2500,DET,@BUF,2,L4,,2.73,11.1,9.6,9.6,0.4,0.5,0.5,0.4,0.8,0.8,0.0,1.5,0.8,0.3,0.0,0.0
Matt Tennyson,,,D,2500,BUF,DET,101,,,3.27,10.7,10.7,10.7,1.0,1.0,1.0,0.8,0.8,0.8,0.1,1.4,0.0,0.0,0.0,0.0
Kole Sherwood,,,RW,2500,CLS,MON,37,,,2.95,9.3,9.3,9.3,1.0,1.0,1.0,0.8,0.8,0.8,0.4,1.1,0.0,0.0,0.0,0.0
Adam Clendening,,,D,2500,CLS,MON,32,,,2.95,10.7,10.7,10.7,0.8,0.8,0.8,0.8,0.8,0.8,0.1,1.4,0.0,0.0,0.0,0.0
Logan Brown,,,C,2500,OTT,FLA,31,,,3.04,10.5,10.5,10.5,1.0,1.0,1.0,0.8,0.8,0.8,-0.3,1.8,0.0,0.0,0.0,0.0
Cody Goloubef,,,D,2500,OTT,FLA,13,,,3.04,10.8,10.8,10.8,0.6,0.6,0.6,0.8,0.8,0.8,-0.2,1.8,0.0,0.0,0.0,0.0
Guillaume Brisebois,,,D,2500,VAN,LA,1,D1,,2.92,12.6,11.0,11.0,0.8,0.6,0.6,0.9,0.8,0.8,0.4,1.1,0.1,0.0,0.0,0.0
Eric Robinson,,,LW,2500,CLS,MON,1,L4,P2,2.95,9.7,11.8,11.8,1.4,1.4,1.4,0.7,0.7,0.7,0.2,1.3,0.7,0.3,0.0,0.0
Sonny Milano,,,LW,2500,CLS,MON,146,,,2.95,8.4,8.3,8.3,0.4,0.6,0.6,0.8,0.7,0.7,-0.5,1.9,0.0,0.0,0.0,0.0
Patrick Russell,,,RW,2500,EDM,DAL,112,,,2.73,8.8,8.8,8.8,1.2,1.0,1.0,0.7,0.7,0.7,-0.1,1.4,0.0,0.0,0.0,0.0
Marc Methot,,,D,2500,DAL,@EDM,135,,,2.77,16.5,16.9,16.9,0.6,0.3,0.3,0.7,0.7,0.7,0.1,1.4,0.0,0.0,0.0,0.0
Ryan Kuffner,,,LW,2500,DET,@BUF,2,L3,P2,2.73,8.6,8.6,8.6,0.8,0.8,0.8,0.6,0.6,0.6,-0.1,1.4,0.1,0.0,0.0,0.0
Janne Kuokkanen,,,RW,2500,CAR,WAS,86,,,3.18,10.6,10.9,10.9,1.0,0.9,0.9,0.7,0.6,0.6,0.2,1.1,0.0,0.0,0.0,0.0
